,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
186,Luigi Maggi,Alberto Capozzi,Lydia De Roberti,Luigi Maggi,History Drama,"nero, or the fall of rome",Alberto Capozzi Lydia De Roberti Luigi Maggi Luigi Maggi History Drama
187,J. Stuart Blackton,Paul Panzer,Gladys Hulette,Unkown,Comedy Fantasy,"princess nicotine; or, the smoke fairy",Paul Panzer Gladys Hulette Unkown J. Stuart Blackton Comedy Fantasy
188,Georges Méliès,Unkown,Unkown,Unkown,Horror Fantasy,the spider and the butterfly,Unkown Unkown Unkown Georges Méliès Horror Fantasy
189,Georges Méliès,Georges Méliès,Manuel,Unkown,Comedy Fantasy,whimsical illusions,Georges Méliès Manuel Unkown Georges Méliès Comedy Fantasy
190,D.W. Griffith,Kate Bruce,Adele DeGarde,Gladys Egan,Drama,the country doctor,Kate Bruce Adele DeGarde Gladys Egan D.W. Griffith Drama
191,D.W. Griffith,David Miles,Florence Lawrence,Dorothy West,Drama,the girls and daddy,David Miles Florence Lawrence Dorothy West D.W. Griffith Drama
192,D.W. Griffith,John R. Cumpson,Florence Lawrence,Linda Arvidson,Comedy,mr. jones has a card party,John R. Cumpson Florence Lawrence Linda Arvidson D.W. Griffith Comedy
193,D.W. Griffith,Henry B. Walthall,Owen Moore,Mary Pickford,War,in old kentucky,Henry B. Walthall Owen Moore Mary Pickford D.W. Griffith War
194,D.W. Griffith,Charles Inslee,Marion Leonard,George Gebhardt,Drama Crime,the cord of life,Charles Inslee Marion Leonard George Gebhardt D.W. Griffith Drama Crime
195,André Calmettes,Cécile Sorel,René Alexandre,Charles le Bargy,Drama,la tosca,Cécile Sorel René Alexandre Charles le Bargy André Calmettes Drama
196,Louis Feuillade,Renée Carl,Christiane Mandelys,Maurice Vinot,Drama,custody of the child,Renée Carl Christiane Mandelys Maurice Vinot Louis Feuillade Drama
197,Walter R. Booth,Unkown,Unkown,Unkown,Drama War Science Fiction Action,the airship destroyer,Unkown Unkown Unkown Walter R. Booth Drama War Science Fiction Action
198,Joseph-Louis Mundwiller,Unkown,Unkown,Unkown,Documentary,moscow clad in snow,Unkown Unkown Unkown Joseph-Louis Mundwiller Documentary
199,Léon Boedels,Louis Bouwmeester,Ko van Sprinkhuijsen,Mien de la Mar,Drama Horror,the grip,Louis Bouwmeester Ko van Sprinkhuijsen Mien de la Mar Léon Boedels Drama Horror
200,August Blom,Ellen Diedrich,Victor Fabian,Julie Henriksen,Drama,the white slave trade,Ellen Diedrich Victor Fabian Julie Henriksen August Blom Drama
201,J. Searle Dawley,Augustus Phillips,Mary Fuller,Charles Ogle,Horror Science Fiction Fantasy,frankenstein,Augustus Phillips Mary Fuller Charles Ogle J. Searle Dawley Horror Science Fiction Fantasy
202,J. Searle Dawley,Marc McDermott,Charles Ogle,William Bechtel,Fantasy Drama,a christmas carol,Marc McDermott Charles Ogle William Bechtel J. Searle Dawley Fantasy Drama
203,Urban Gad,Asta Nielsen,Poul Reumert,Robert Dinesen,Drama,the abyss,Asta Nielsen Poul Reumert Robert Dinesen Urban Gad Drama
204,Otis Turner,Hobart Bosworth,Eugenie Besserer,Robert Z. Leonard,Adventure Fantasy,the wonderful wizard of oz,Hobart Bosworth Eugenie Besserer Robert Z. Leonard Otis Turner Adventure Fantasy
205,D.W. Griffith,Arthur V. Johnson,Linda Arvidson,Mary Pickford,Drama,the unchanging sea,Arthur V. Johnson Linda Arvidson Mary Pickford D.W. Griffith Drama
206,D.W. Griffith,Vivian Prescott,Mary Pickford,Charles West,,a child's impulse,Vivian Prescott Mary Pickford Charles West D.W. Griffith 
207,D.W. Griffith,Verner Clarges,Gladys Egan,Marion Leonard,,on the reef,Verner Clarges Gladys Egan Marion Leonard D.W. Griffith 
208,Gilbert M. Anderson,Gilbert M. Anderson,Clara Williams,William A. Russell,Western,western chivalry,Gilbert M. Anderson Clara Williams William A. Russell Gilbert M. Anderson Western
209,Theodore Wharton,Billy Quirk,Unkown,Unkown,Comedy,a simple mistake,Billy Quirk Unkown Unkown Theodore Wharton Comedy
210,Segundo de Chomón,Unkown,Unkown,Unkown,Adventure Drama,voyage au centre de la terre,Unkown Unkown Unkown Segundo de Chomón Adventure Drama
211,unknown,Alberto Capozzi,Mary Cleo Tarlarini,Luigi Maggi,Drama Romance,hero and leander,Alberto Capozzi Mary Cleo Tarlarini Luigi Maggi unknown Drama Romance
212,Frank Powell,Anthony O'Sullivan,Grace Henderson,Kate Bruce,,the masher,Anthony O'Sullivan Grace Henderson Kate Bruce Frank Powell 
213,Ebba Lindkvist,Viktor Hallin,Agda Malmberg,Gunnar Gyllander,Drama,värmländingarna,Viktor Hallin Agda Malmberg Gunnar Gyllander Ebba Lindkvist Drama
214,Percy Stow,P.G. Norgate,Unkown,Unkown,,lieutenant rose and the chinese pirates,P.G. Norgate Unkown Unkown Percy Stow 
215,A.E. Coleby,Unkown,Unkown,Unkown,,billy's bulldog,Unkown Unkown Unkown A.E. Coleby 
216,Ugo Falena,Ciro Galvani,Carlo Duse,Clotilde De Maria,,the rape of the sabines,Ciro Galvani Carlo Duse Clotilde De Maria Ugo Falena 
217,D.W. Griffith,George Nichols,Grace Henderson,Alfred Paget,Drama,the usurer,George Nichols Grace Henderson Alfred Paget D.W. Griffith Drama
218,D.W. Griffith,Charles West,Charles Arling,Owen Moore,Drama War,in the border states,Charles West Charles Arling Owen Moore D.W. Griffith Drama War
219,Ashley Miller,Unkown,Unkown,Unkown,Adventure Science Fiction Fantasy,a trip to mars,Unkown Unkown Unkown Ashley Miller Adventure Science Fiction Fantasy
220,Giuseppe de Liguoro,Salvatore Papa,Arturo Pirovano,Giuseppe de Liguoro,Adventure Fantasy Horror,dante's inferno,Salvatore Papa Arturo Pirovano Giuseppe de Liguoro Giuseppe de Liguoro Adventure Fantasy Horror
221,August Blom,Axel Boesen,Birger von Cotta-Schønberg,Robert Dinesen,,the right of youth,Axel Boesen Birger von Cotta-Schønberg Robert Dinesen August Blom 
222,Winsor McCay,Winsor McCay,John Bunny,Maurice Costello,Animation Comedy,little nemo,Winsor McCay John Bunny Maurice Costello Winsor McCay Animation Comedy
223,Giuseppe Berardi,Unkown,Unkown,Unkown,Fantasy Drama,dante's inferno,Unkown Unkown Unkown Giuseppe Berardi Fantasy Drama
224,D.W. Griffith,Blanche Sweet,George Nichols,Francis J. Grandon,Thriller Drama,the lonedale operator,Blanche Sweet George Nichols Francis J. Grandon D.W. Griffith Thriller Drama
225,Giovanni Pastrone,Luigi Romano Borgnetto,Giovanni Casaleggio,Madame Davesnes,Drama History War,the fall of troy,Luigi Romano Borgnetto Giovanni Casaleggio Madame Davesnes Giovanni Pastrone Drama History War
226,Gunnar Helsengreen,Marie Niedermann,Philip Bech,Aage Schmidt,,a homeless bird,Marie Niedermann Philip Bech Aage Schmidt Gunnar Helsengreen 
227,D.W. Griffith,Wilfred Lucas,Dell Henderson,Claire McDowell,History Drama War,his trust,Wilfred Lucas Dell Henderson Claire McDowell D.W. Griffith History Drama War
228,William Humphrey,Ralph Ince,Helen Gardner,Fred Herzog,Drama,the freshet,Ralph Ince Helen Gardner Fred Herzog William Humphrey Drama
229,Gilbert M. Anderson,Gilbert M. Anderson,Unkown,Unkown,Western,what a woman can do,Gilbert M. Anderson Unkown Unkown Gilbert M. Anderson Western
230,Harry Solter,Florence Lawrence,Arthur V. Johnson,Unkown,,her artistic temperament,Florence Lawrence Arthur V. Johnson Unkown Harry Solter 
231,J. Searle Dawley,Unkown,Unkown,Unkown,,who gets the order,Unkown Unkown Unkown J. Searle Dawley 
232,George Loane Tucker,King Baggot,Lucille Young,Robert Z. Leonard,Drama Romance,over the hills,King Baggot Lucille Young Robert Z. Leonard George Loane Tucker Drama Romance
233,George Loane Tucker,King Baggot,Lucille Young,Mary Pickford,,the rose's story,King Baggot Lucille Young Mary Pickford George Loane Tucker 
234,Phillips Smalley,Lois Weber,Phillips Smalley,Unkown,Drama,the twins,Lois Weber Phillips Smalley Unkown Phillips Smalley Drama
235,Francis Boggs,Tom Santschi,Herbert Rawlinson,Frank Richardson,,the blacksmith's love,Tom Santschi Herbert Rawlinson Frank Richardson Francis Boggs 
236,Thomas H. Ince,Mary Pickford,Owen Moore,Charles Arling,,artful kate,Mary Pickford Owen Moore Charles Arling Thomas H. Ince 
237,Allan Dwan,J. Warren Kerrigan,Dot Farley,George Periolat,Drama Western,the ranchman's vengeance,J. Warren Kerrigan Dot Farley George Periolat Allan Dwan Drama Western
238,D.W. Griffith,Wilfred Lucas,Claire McDowell,Grace Henderson,Romance Drama,the primal call,Wilfred Lucas Claire McDowell Grace Henderson D.W. Griffith Romance Drama
239,André Deed,André Deed,Unkown,Unkown,,cretinetti e l'ago,André Deed Unkown Unkown André Deed 
240,D.W. Griffith,Elmer Booth,Lillian Gish,Walter Miller,Crime Drama,the musketeers of pig alley,Elmer Booth Lillian Gish Walter Miller D.W. Griffith Crime Drama
241,Wladyslaw Starewicz,Unkown,Unkown,Unkown,Animation,the cameraman's revenge,Unkown Unkown Unkown Wladyslaw Starewicz Animation
242,Alice Guy-Blaché,Mace Greenleaf,Blanche Cornwall,Marian Swayne,Drama,falling leaves,Mace Greenleaf Blanche Cornwall Marian Swayne Alice Guy-Blaché Drama
243,D.W. Griffith,Dorothy Bernard,Wilfred Lucas,Robert Harron,Crime Drama Action Thriller,the girl and her trust,Dorothy Bernard Wilfred Lucas Robert Harron D.W. Griffith Crime Drama Action Thriller
244,Georges Méliès,Georges Méliès,Fernande Albany,Unkown,Adventure Comedy Science Fiction,the conquest of the pole,Georges Méliès Fernande Albany Unkown Georges Méliès Adventure Comedy Science Fiction
245,George D. Baker,Maurice Costello,Florence Turner,Mary Maurice,Drama,aunty's romance,Maurice Costello Florence Turner Mary Maurice George D. Baker Drama
246,D.W. Griffith,W. Chrystie Miller,Kate Bruce,Mary Pickford,,the old actor,W. Chrystie Miller Kate Bruce Mary Pickford D.W. Griffith 
247,Lem B. Parker,Carl Winterhoff,Winifred Greenwood,Anna May Kroell,Drama,tempted by necessity,Carl Winterhoff Winifred Greenwood Anna May Kroell Lem B. Parker Drama
248,Harry Schenck,Billy Quirk,Mary Foy,Unkown,Comedy Western,"algie, the miner",Billy Quirk Mary Foy Unkown Harry Schenck Comedy Western
249,D.W. Griffith,Ynez Seabury,Kate Bruce,Claire McDowell,Drama Comedy,the sunbeam,Ynez Seabury Kate Bruce Claire McDowell D.W. Griffith Drama Comedy
250,Lucius Henderson,James Cruze,Florence La Badie,Marie Eline,Horror,dr. jekyll and mr. hyde,James Cruze Florence La Badie Marie Eline Lucius Henderson Horror
251,Harold M. Shaw,Martin Fuller,Mrs. William Bechtel,Walter Edwin,Fantasy Drama,the land beyond the sunset,Martin Fuller Mrs. William Bechtel Walter Edwin Harold M. Shaw Fantasy Drama
252,Winsor McCay,Unkown,Unkown,Unkown,Animation Comedy,how a mosquito operates,Unkown Unkown Unkown Winsor McCay Animation Comedy
253,D.W. Griffith,W. Chrystie Miller,Robert Harron,Mae Marsh,Adventure Drama History Comedy,man's genesis,W. Chrystie Miller Robert Harron Mae Marsh D.W. Griffith Adventure Drama History Comedy
254,Lawrence Marston,Florence La Badie,James Cruze,William Russell,Drama,star of bethlehem,Florence La Badie James Cruze William Russell Lawrence Marston Drama
255,Charles Kent,Charles Kent,Rose Tapley,Norma Talmadge,Drama,fortunes of a composer,Charles Kent Rose Tapley Norma Talmadge Charles Kent Drama
256,Stanner E.V. Taylor,Marion Leonard,Unkown,Unkown,,tears o’peggy,Marion Leonard Unkown Unkown Stanner E.V. Taylor 
257,Alice Guy-Blaché,Lee Beggs,Blanche Cornwall,Unkown,Drama,making an american citizen,Lee Beggs Blanche Cornwall Unkown Alice Guy-Blaché Drama
258,Sidney Olcott,Robert Henderson-Bland,Percy Dyer,Gene Gauntier,Drama,from the manger to the cross,Robert Henderson-Bland Percy Dyer Gene Gauntier Sidney Olcott Drama
259,D.W. Griffith,Mary Pickford,Charles Hill Mailes,Kate Bruce,,home folks,Mary Pickford Charles Hill Mailes Kate Bruce D.W. Griffith 
260,unknown,Unkown,Unkown,Unkown,,constantine,Unkown Unkown Unkown unknown 
261,Stellan Rye,Paul Wegener,Grete Berger,Lyda Salmonova,Drama Fantasy,the student of prague,Paul Wegener Grete Berger Lyda Salmonova Stellan Rye Drama Fantasy
262,Phillips Smalley,Lois Weber,Val Paul,Sam Kaufman,Drama Thriller,suspense.,Lois Weber Val Paul Sam Kaufman Phillips Smalley Drama Thriller
263,Victor Sjöström,Hilda Borgström,Georg Grönroos,William Larsson,Drama,ingeborg holm,Hilda Borgström Georg Grönroos William Larsson Victor Sjöström Drama
264,August Blom,Olaf Fønss,Frederik Jacobsen,Carl Lauritzen,Drama,atlantis,Olaf Fønss Frederik Jacobsen Carl Lauritzen August Blom Drama
265,Georges-André Lacroix,Unkown,Unkown,Unkown,Drama Horror Fantasy,the double incarnation of william sheep,Unkown Unkown Unkown Georges-André Lacroix Drama Horror Fantasy
266,Enrico Guazzoni,Amleto Novelli,Gustavo Serena,Bruto Castellani,Drama History,quo vadis?,Amleto Novelli Gustavo Serena Bruto Castellani Enrico Guazzoni Drama History
267,D.W. Griffith,Blanche Sweet,Henry B. Walthall,Walter Miller,Drama,death's marathon,Blanche Sweet Henry B. Walthall Walter Miller D.W. Griffith Drama
268,Enrico Guazzoni,Gianna Terribili-Gonzales,Amleto Novelli,Ignazio Lupi,Drama History Romance,marc antony and cleopatra,Gianna Terribili-Gonzales Amleto Novelli Ignazio Lupi Enrico Guazzoni Drama History Romance
269,Mack Sennett,Mabel Normand,Roscoe 'Fatty' Arbuckle,Charles Avery,Comedy,a noise from the deep,Mabel Normand Roscoe 'Fatty' Arbuckle Charles Avery Mack Sennett Comedy
270,Herbert Brenon,King Baggot,Jane Gail,Matt Snyder,Drama Horror Science Fiction,dr. jekyll and mr. hyde,King Baggot Jane Gail Matt Snyder Herbert Brenon Drama Horror Science Fiction
271,D.W. Griffith,Lillian Gish,Walter Miller,Viola Barry,Drama,the mothering heart,Lillian Gish Walter Miller Viola Barry D.W. Griffith Drama
272,Henry Lehrman,Fred Mace,Mabel Normand,Nick Cogley,Comedy Action,bangville police,Fred Mace Mabel Normand Nick Cogley Henry Lehrman Comedy Action
273,Juan María Codina,Unkown,Unkown,Unkown,,the 13th barrier,Unkown Unkown Unkown Juan María Codina 
274,Mack Sennett,Ford Sterling,Edgar Kennedy,Raymond Hatton,Comedy,safe in jail,Ford Sterling Edgar Kennedy Raymond Hatton Mack Sennett Comedy
275,Yevgeni Bauer,Nina Chernova,A. Ugrjumov,Valerian Demert,Drama,twilight of a woman's soul,Nina Chernova A. Ugrjumov Valerian Demert Yevgeni Bauer Drama
276,Charles L. Gaskill,Helen Gardner,Tefft Johnson,Harry T. Morey,Drama,vampire of the desert,Helen Gardner Tefft Johnson Harry T. Morey Charles L. Gaskill Drama
277,Gilbert M. Anderson,Gilbert M. Anderson,Lloyd Ingraham,Harry Todd,Western,a western sister's devotion,Gilbert M. Anderson Lloyd Ingraham Harry Todd Gilbert M. Anderson Western
278,James Young,James Young,Clara Kimball Young,Charles Chapman,Action Adventure,beau brummel,James Young Clara Kimball Young Charles Chapman James Young Action Adventure
279,Gilbert M. Anderson,Augustus Carney,Margaret Joslin,Victor Potel,Comedy,alkali ike's homecoming,Augustus Carney Margaret Joslin Victor Potel Gilbert M. Anderson Comedy
280,Giovanni Pastrone,Carolina Catena,Lidia Quaranta,Gina Marangoni,Drama History,cabiria,Carolina Catena Lidia Quaranta Gina Marangoni Giovanni Pastrone Drama History
281,Henry Lehrman,Charlie Chaplin,Henry Lehrman,Grover Ligon,Comedy,making a living,Charlie Chaplin Henry Lehrman Grover Ligon Henry Lehrman Comedy
282,Winsor McCay,Winsor McCay,George McManus,Roy L. McCardell,Animation Comedy,gertie the dinosaur,Winsor McCay George McManus Roy L. McCardell Winsor McCay Animation Comedy
283,Henry Lehrman,Charlie Chaplin,Henry Lehrman,Frank D. Williams,Comedy,kid auto races at venice,Charlie Chaplin Henry Lehrman Frank D. Williams Henry Lehrman Comedy
284,Henry Lehrman,Ford Sterling,Charlie Chaplin,Chester Conklin,Comedy,between showers,Ford Sterling Charlie Chaplin Chester Conklin Henry Lehrman Comedy
285,Charlie Chaplin,Charlie Chaplin,Jess Dandy,John T. Dillon,Comedy,the new janitor,Charlie Chaplin Jess Dandy John T. Dillon Charlie Chaplin Comedy
286,Mack Sennett,Charlie Chaplin,Mack Swain,Phyllis Allen,Comedy,a busy day,Charlie Chaplin Mack Swain Phyllis Allen Mack Sennett Comedy
287,Mack Sennett,Roscoe 'Fatty' Arbuckle,Minta Durfee,Edgar Kennedy,Comedy,the knockout,Roscoe 'Fatty' Arbuckle Minta Durfee Edgar Kennedy Mack Sennett Comedy
288,Mabel Normand,Mabel Normand,Charlie Chaplin,Chester Conklin,Comedy,mabel's strange predicament,Mabel Normand Charlie Chaplin Chester Conklin Mabel Normand Comedy
289,Charlie Chaplin,Charlie Chaplin,Chester Conklin,Cecile Arnold,Comedy,those love pangs,Charlie Chaplin Chester Conklin Cecile Arnold Charlie Chaplin Comedy
290,George Nichols,Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Peggy Pearce,Comedy,a film johnnie,Charlie Chaplin Roscoe 'Fatty' Arbuckle Peggy Pearce George Nichols Comedy
291,Mack Sennett,Charlie Chaplin,Mabel Normand,Mack Swain,Comedy,mabel's married life,Charlie Chaplin Mabel Normand Mack Swain Mack Sennett Comedy
292,Charlie Chaplin,Charlie Chaplin,Mabel Normand,Phyllis Allen,Comedy,caught in a cabaret,Charlie Chaplin Mabel Normand Phyllis Allen Charlie Chaplin Comedy
293,Mack Sennett,Charlie Chaplin,Mabel Normand,Harry McCoy,Comedy,mabel at the wheel,Charlie Chaplin Mabel Normand Harry McCoy Mack Sennett Comedy
294,Charlie Chaplin,Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Phyllis Allen,Comedy,the rounders,Charlie Chaplin Roscoe 'Fatty' Arbuckle Phyllis Allen Charlie Chaplin Comedy
295,Mack Sennett,Marie Dressler,Charlie Chaplin,Mabel Normand,Comedy Drama Romance,tillie's punctured romance,Marie Dressler Charlie Chaplin Mabel Normand Mack Sennett Comedy Drama Romance
296,Charlie Chaplin,Charlie Chaplin,Fritz Schade,Alice Howell,Comedy,laughing gas,Charlie Chaplin Fritz Schade Alice Howell Charlie Chaplin Comedy
297,George Nichols,Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Peggy Pearce,Comedy,his favorite pastime,Charlie Chaplin Roscoe 'Fatty' Arbuckle Peggy Pearce George Nichols Comedy
298,Charlie Chaplin,Charlie Chaplin,Jess Dandy,Charley Chase,Comedy,his new profession,Charlie Chaplin Jess Dandy Charley Chase Charlie Chaplin Comedy
299,Charlie Chaplin,Charlie Chaplin,Roscoe 'Fatty' Arbuckle,Chester Conklin,Comedy,the masquerader,Charlie Chaplin Roscoe 'Fatty' Arbuckle Chester Conklin Charlie Chaplin Comedy
300,D.W. Griffith,Lillian Gish,Mae Marsh,Henry B. Walthall,Drama History War,the birth of a nation,Lillian Gish Mae Marsh Henry B. Walthall D.W. Griffith Drama History War
301,Charlie Chaplin,Charlie Chaplin,Edna Purviance,Ernest Van Pelt,Comedy,the tramp,Charlie Chaplin Edna Purviance Ernest Van Pelt Charlie Chaplin Comedy
302,Louis Feuillade,Jean Aymé,Édouard Mathé,Marcel Lévesque,Drama Thriller,"the vampires or, the arch criminals of paris",Jean Aymé Édouard Mathé Marcel Lévesque Louis Feuillade Drama Thriller
303,Charlie Chaplin,Charlie Chaplin,Edna Purviance,Jack Henderson,Comedy,a burlesque on carmen,Charlie Chaplin Edna Purviance Jack Henderson Charlie Chaplin Comedy
